sub,name,band,year,refs,same_sub_share,same_band_share,other_band_share,mean_age_same_sub
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2014,40,0.775,0.125,0.1,6.39
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2015,48,0.583,0.146,0.271,4.21
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2016,39,0.692,0.128,0.179,3.0
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2017,73,0.849,0.055,0.096,4.18
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2018,52,0.596,0.173,0.231,3.06
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2019,56,0.786,0.018,0.196,4.34
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2020,60,0.867,0.033,0.1,4.27
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2021,31,0.742,0.129,0.129,4.57
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2022,41,0.78,0.122,0.098,6.22
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2023,33,0.758,0.121,0.121,6.28
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2024,37,0.865,0.054,0.081,8.59
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2025,21,0.667,0.095,0.238,4.43
20,Near-eye & Foveated Displays,"AR, VR & Immersive Displays",2026,7,0.429,0.286,0.286,7.0
21,AR Depth Perception,"AR, VR & Immersive Displays",1991,4,0.25,0.0,0.75,4.0
21,AR Depth Perception,"AR, VR & Immersive Displays",1992,2,0.0,0.0,1.0,
21,AR Depth Perception,"AR, VR & Immersive Displays",1993,2,0.5,0.0,0.5,2.0
21,AR Depth Perception,"AR, VR & Immersive Displays",1994,5,0.4,0.2,0.4,1.5
21,AR Depth Perception,"AR, VR & Immersive Displays",1996,10,0.4,0.0,0.6,2.0
21,AR Depth Perception,"AR, VR & Immersive Displays",1997,4,0.75,0.0,0.25,2.67
21,AR Depth Perception,"AR, VR & Immersive Displays",1998,14,0.571,0.0,0.429,4.25
21,AR Depth Perception,"AR, VR & Immersive Displays",1999,8,0.25,0.125,0.625,5.5
21,AR Depth Perception,"AR, VR & Immersive Displays",2000,7,0.571,0.286,0.143,4.25
21,AR Depth Perception,"AR, VR & Immersive Displays",2001,16,0.5,0.125,0.375,3.75
21,AR Depth Perception,"AR, VR & Immersive Displays",2002,16,0.5,0.188,0.312,2.0
21,AR Depth Perception,"AR, VR & Immersive Displays",2003,5,1.0,0.0,0.0,4.4
21,AR Depth Perception,"AR, VR & Immersive Displays",2004,5,1.0,0.0,0.0,4.8
21,AR Depth Perception,"AR, VR & Immersive Displays",2005,11,0.727,0.091,0.182,4.12
21,AR Depth Perception,"AR, VR & Immersive Displays",2006,5,0.4,0.2,0.4,8.5
21,AR Depth Perception,"AR, VR & Immersive Displays",2007,1,0.0,0.0,1.0,
21,AR Depth Perception,"AR, VR & Immersive Displays",2008,22,0.318,0.364,0.318,4.86
21,AR Depth Perception,"AR, VR & Immersive Displays",2009,8,0.625,0.125,0.25,7.0
21,AR Depth Perception,"AR, VR & Immersive Displays",2010,3,0.333,0.0,0.667,2.0
21,AR Depth Perception,"AR, VR & Immersive Displays",2011,9,0.667,0.111,0.222,6.67
21,AR Depth Perception,"AR, VR & Immersive Displays",2012,7,1.0,0.0,0.0,4.0
21,AR Depth Perception,"AR, VR & Immersive Displays",2013,20,0.45,0.3,0.25,6.22
21,AR Depth Perception,"AR, VR & Immersive Displays",2014,11,0.727,0.091,0.182,5.0
21,AR Depth Perception,"AR, VR & Immersive Displays",2015,17,0.294,0.059,0.647,5.4
21,AR Depth Perception,"AR, VR & Immersive Displays",2016,25,0.24,0.16,0.6,3.5
21,AR Depth Perception,"AR, VR & Immersive Displays",2017,23,0.565,0.087,0.348,3.77
21,AR Depth Perception,"AR, VR & Immersive Displays",2018,81,0.469,0.173,0.358,4.61
21,AR Depth Perception,"AR, VR & Immersive Displays",2019,62,0.435,0.113,0.452,4.22
21,AR Depth Perception,"AR, VR & Immersive Displays",2020,41,0.561,0.122,0.317,5.3
21,AR Depth Perception,"AR, VR & Immersive Displays",2021,102,0.529,0.137,0.333,7.17
21,AR Depth Perception,"AR, VR & Immersive Displays",2022,112,0.482,0.196,0.321,6.33
21,AR Depth Perception,"AR, VR & Immersive Displays",2023,96,0.385,0.323,0.292,6.43
21,AR Depth Perception,"AR, VR & Immersive Displays",2024,112,0.411,0.125,0.464,6.7
21,AR Depth Perception,"AR, VR & Immersive Displays",2025,147,0.449,0.252,0.299,6.85
21,AR Depth Perception,"AR, VR & Immersive Displays",2026,32,0.5,0.156,0.344,6.12
22,Vibrotactile Feedback,Haptics & Touch Feedback,2002,12,0.0,0.083,0.917,
22,Vibrotactile Feedback,Haptics & Touch Feedback,2003,3,0.333,0.0,0.667,1.0
22,Vibrotactile Feedback,Haptics & Touch Feedback,2004,10,0.1,0.2,0.7,1.0
22,Vibrotactile Feedback,Haptics & Touch Feedback,2005,1,1.0,0.0,0.0,1.0
22,Vibrotactile Feedback,Haptics & Touch Feedback,2006,5,0.6,0.0,0.4,4.33
22,Vibrotactile Feedback,Haptics & Touch Feedback,2007,18,0.444,0.111,0.444,2.88
22,Vibrotactile Feedback,Haptics & Touch Feedback,2008,24,0.667,0.083,0.25,3.06
22,Vibrotactile Feedback,Haptics & Touch Feedback,2009,57,0.474,0.105,0.421,3.37
22,Vibrotactile Feedback,Haptics & Touch Feedback,2010,30,0.7,0.0,0.3,4.43
22,Vibrotactile Feedback,Haptics & Touch Feedback,2011,62,0.532,0.081,0.387,4.33
22,Vibrotactile Feedback,Haptics & Touch Feedback,2012,35,0.6,0.143,0.257,5.24
22,Vibrotactile Feedback,Haptics & Touch Feedback,2013,42,0.524,0.143,0.333,3.73
22,Vibrotactile Feedback,Haptics & Touch Feedback,2014,28,0.536,0.143,0.321,4.93
22,Vibrotactile Feedback,Haptics & Touch Feedback,2015,57,0.684,0.088,0.228,5.38
22,Vibrotactile Feedback,Haptics & Touch Feedback,2016,106,0.519,0.179,0.302,4.22
22,Vibrotactile Feedback,Haptics & Touch Feedback,2017,143,0.455,0.252,0.294,5.77
22,Vibrotactile Feedback,Haptics & Touch Feedback,2018,147,0.551,0.156,0.293,5.57
22,Vibrotactile Feedback,Haptics & Touch Feedback,2019,220,0.509,0.255,0.236,5.07
22,Vibrotactile Feedback,Haptics & Touch Feedback,2020,195,0.6,0.205,0.195,5.86
22,Vibrotactile Feedback,Haptics & Touch Feedback,2021,142,0.634,0.204,0.162,5.09
22,Vibrotactile Feedback,Haptics & Touch Feedback,2022,49,0.592,0.245,0.163,7.83
22,Vibrotactile Feedback,Haptics & Touch Feedback,2023,185,0.546,0.243,0.211,6.95
22,Vibrotactile Feedback,Haptics & Touch Feedback,2024,139,0.518,0.223,0.259,8.38
22,Vibrotactile Feedback,Haptics & Touch Feedback,2025,230,0.422,0.3,0.278,7.88
22,Vibrotactile Feedback,Haptics & Touch Feedback,2026,71,0.394,0.338,0.268,9.18
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2004,1,1.0,0.0,0.0,1.0
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2006,4,0.25,0.0,0.75,2.0
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2007,4,0.5,0.25,0.25,1.0
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2010,3,1.0,0.0,0.0,2.0
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2011,10,0.9,0.0,0.1,3.44
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2012,8,0.5,0.0,0.5,2.25
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2013,2,0.5,0.0,0.5,3.0
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2014,7,0.429,0.0,0.571,4.33
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2015,6,0.5,0.167,0.333,3.33
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2016,22,0.636,0.136,0.227,4.14
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2017,72,0.472,0.194,0.333,4.21
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2018,68,0.397,0.338,0.265,6.19
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2019,93,0.495,0.355,0.151,3.7
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2020,232,0.487,0.297,0.216,4.62
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2021,139,0.374,0.345,0.281,3.15
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2022,198,0.263,0.278,0.46,4.62
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2023,189,0.45,0.206,0.344,4.46
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2024,453,0.539,0.225,0.236,5.64
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2025,251,0.438,0.187,0.375,5.18
23,Thermal & Olfactory Displays,Haptics & Touch Feedback,2026,422,0.431,0.149,0.419,5.83
24,Force Feedback Devices,Haptics & Touch Feedback,1990,2,0.0,0.0,1.0,
24,Force Feedback Devices,Haptics & Touch Feedback,2008,1,0.0,1.0,0.0,
24,Force Feedback Devices,Haptics & Touch Feedback,2009,2,0.0,0.5,0.5,
24,Force Feedback Devices,Haptics & Touch Feedback,2010,3,0.0,0.333,0.667,
24,Force Feedback Devices,Haptics & Touch Feedback,2012,10,0.2,0.8,0.0,2.0
24,Force Feedback Devices,Haptics & Touch Feedback,2013,7,0.286,0.429,0.286,12.0
24,Force Feedback Devices,Haptics & Touch Feedback,2014,9,0.444,0.0,0.556,4.25
24,Force Feedback Devices,Haptics & Touch Feedback,2015,16,0.5,0.125,0.375,5.5
24,Force Feedback Devices,Haptics & Touch Feedback,2016,40,0.2,0.5,0.3,3.5
24,Force Feedback Devices,Haptics & Touch Feedback,2017,49,0.388,0.327,0.286,4.79
24,Force Feedback Devices,Haptics & Touch Feedback,2018,199,0.362,0.427,0.211,2.69
24,Force Feedback Devices,Haptics & Touch Feedback,2019,291,0.502,0.364,0.134,2.95
24,Force Feedback Devices,Haptics & Touch Feedback,2020,295,0.512,0.281,0.207,2.68
24,Force Feedback Devices,Haptics & Touch Feedback,2021,240,0.475,0.296,0.229,2.89
24,Force Feedback Devices,Haptics & Touch Feedback,2022,258,0.624,0.271,0.105,3.74
24,Force Feedback Devices,Haptics & Touch Feedback,2023,229,0.568,0.288,0.144,4.6
24,Force Feedback Devices,Haptics & Touch Feedback,2024,386,0.547,0.295,0.158,5.72
24,Force Feedback Devices,Haptics & Touch Feedback,2025,351,0.41,0.399,0.191,5.93
24,Force Feedback Devices,Haptics & Touch Feedback,2026,173,0.503,0.301,0.197,6.34
25,Haptic Redirection in VR,Haptics & Touch Feedback,1994,8,0.125,0.0,0.875,2.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2004,4,0.5,0.0,0.5,6.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2006,3,0.333,0.0,0.667,2.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2007,1,0.0,0.0,1.0,
25,Haptic Redirection in VR,Haptics & Touch Feedback,2008,3,0.0,0.333,0.667,
25,Haptic Redirection in VR,Haptics & Touch Feedback,2009,3,0.0,0.333,0.667,
25,Haptic Redirection in VR,Haptics & Touch Feedback,2010,1,1.0,0.0,0.0,2.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2011,1,1.0,0.0,0.0,3.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2012,4,0.5,0.25,0.25,4.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2013,6,0.5,0.5,0.0,2.0
25,Haptic Redirection in VR,Haptics & Touch Feedback,2015,15,0.467,0.067,0.467,14.14
25,Haptic Redirection in VR,Haptics & Touch Feedback,2016,39,0.282,0.231,0.487,6.64
25,Haptic Redirection in VR,Haptics & Touch Feedback,2017,56,0.375,0.179,0.446,4.19
25,Haptic Redirection in VR,Haptics & Touch Feedback,2018,120,0.325,0.158,0.517,4.03
25,Haptic Redirection in VR,Haptics & Touch Feedback,2019,224,0.42,0.25,0.33,4.91
25,Haptic Redirection in VR,Haptics & Touch Feedback,2020,260,0.454,0.231,0.315,3.7
25,Haptic Redirection in VR,Haptics & Touch Feedback,2021,296,0.405,0.28,0.314,3.88
25,Haptic Redirection in VR,Haptics & Touch Feedback,2022,257,0.541,0.198,0.261,4.29
25,Haptic Redirection in VR,Haptics & Touch Feedback,2023,360,0.511,0.136,0.353,4.86
25,Haptic Redirection in VR,Haptics & Touch Feedback,2024,298,0.527,0.148,0.326,4.74
25,Haptic Redirection in VR,Haptics & Touch Feedback,2025,477,0.547,0.168,0.285,5.49
25,Haptic Redirection in VR,Haptics & Touch Feedback,2026,131,0.344,0.397,0.26,6.24
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2007,2,0.0,0.0,1.0,
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2009,2,0.5,0.5,0.0,2.0
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2010,2,1.0,0.0,0.0,0.0
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2011,15,0.2,0.733,0.067,1.0
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2012,16,0.688,0.312,0.0,2.36
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2013,7,0.857,0.143,0.0,2.5
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2014,5,0.6,0.0,0.4,3.33
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2015,34,0.618,0.265,0.118,4.29
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2016,37,0.514,0.378,0.108,4.95
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2017,66,0.682,0.273,0.045,3.91
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2018,66,0.424,0.409,0.167,3.54
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2019,83,0.53,0.398,0.072,5.18
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2020,36,0.528,0.417,0.056,5.68
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2021,101,0.545,0.406,0.05,5.95
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2022,69,0.551,0.246,0.203,6.97
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2023,166,0.47,0.38,0.151,6.82
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2024,212,0.472,0.392,0.137,6.84
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2025,212,0.458,0.245,0.297,6.84
26,Wearable Fingertip Haptics,Haptics & Touch Feedback,2026,151,0.384,0.417,0.199,6.52
27,Tactile Texture Rendering,Haptics & Touch Feedback,2009,3,0.0,0.667,0.333,
27,Tactile Texture Rendering,Haptics & Touch Feedback,2010,6,0.0,0.5,0.5,
27,Tactile Texture Rendering,Haptics & Touch Feedback,2011,2,0.0,1.0,0.0,
27,Tactile Texture Rendering,Haptics & Touch Feedback,2012,9,0.444,0.111,0.444,1.75
27,Tactile Texture Rendering,Haptics & Touch Feedback,2013,23,0.348,0.522,0.13,3.25
27,Tactile Texture Rendering,Haptics & Touch Feedback,2014,19,0.684,0.211,0.105,2.46
27,Tactile Texture Rendering,Haptics & Touch Feedback,2015,20,0.55,0.3,0.15,3.27
27,Tactile Texture Rendering,Haptics & Touch Feedback,2016,67,0.313,0.313,0.373,3.29
27,Tactile Texture Rendering,Haptics & Touch Feedback,2017,61,0.344,0.164,0.492,3.05
27,Tactile Texture Rendering,Haptics & Touch Feedback,2018,34,0.382,0.5,0.118,3.62
27,Tactile Texture Rendering,Haptics & Touch Feedback,2019,40,0.5,0.35,0.15,5.1
27,Tactile Texture Rendering,Haptics & Touch Feedback,2020,131,0.321,0.351,0.328,4.83
27,Tactile Texture Rendering,Haptics & Touch Feedback,2021,91,0.451,0.319,0.231,4.68
27,Tactile Texture Rendering,Haptics & Touch Feedback,2022,81,0.593,0.309,0.099,5.0
27,Tactile Texture Rendering,Haptics & Touch Feedback,2023,264,0.5,0.307,0.193,5.85
27,Tactile Texture Rendering,Haptics & Touch Feedback,2024,117,0.496,0.299,0.205,5.45
27,Tactile Texture Rendering,Haptics & Touch Feedback,2025,394,0.409,0.305,0.287,5.83
27,Tactile Texture Rendering,Haptics & Touch Feedback,2026,201,0.493,0.259,0.249,6.26
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2009,1,1.0,0.0,0.0,1.0
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2010,2,0.5,0.5,0.0,1.0
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2011,16,0.188,0.062,0.75,5.0
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2013,29,0.207,0.379,0.414,2.67
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2014,56,0.446,0.054,0.5,2.68
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2015,8,0.375,0.375,0.25,1.67
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2016,70,0.529,0.214,0.257,3.38
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2017,92,0.38,0.207,0.413,3.86
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2018,50,0.5,0.2,0.3,4.48
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2019,94,0.596,0.255,0.149,5.07
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2020,129,0.736,0.062,0.202,4.52
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2021,140,0.564,0.179,0.257,4.65
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2022,144,0.514,0.201,0.285,5.03
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2023,298,0.557,0.292,0.151,6.02
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2024,216,0.611,0.25,0.139,5.06
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2025,203,0.601,0.232,0.167,6.21
28,Mid-air Ultrasound Haptics,Haptics & Touch Feedback,2026,69,0.464,0.159,0.377,5.03
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2004,1,0.0,0.0,1.0,
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2010,1,0.0,1.0,0.0,
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2011,3,0.667,0.333,0.0,2.5
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2012,6,0.0,0.0,1.0,
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2013,10,0.2,0.3,0.5,4.0
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2015,45,0.178,0.356,0.467,4.12
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2016,49,0.469,0.204,0.327,2.78
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2017,79,0.658,0.152,0.19,2.77
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2018,196,0.393,0.219,0.388,2.94
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2019,88,0.602,0.227,0.17,3.68
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2020,54,0.315,0.13,0.556,4.0
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2021,105,0.762,0.086,0.152,5.04
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2022,112,0.536,0.17,0.295,5.62
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2023,251,0.323,0.028,0.649,5.15
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2024,275,0.513,0.185,0.302,5.82
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2025,213,0.512,0.183,0.305,6.59
29,Electrical Muscle Stimulation,Haptics & Touch Feedback,2026,192,0.474,0.219,0.307,5.44
30,Surface Haptics,Haptics & Touch Feedback,1991,4,0.0,0.25,0.75,
30,Surface Haptics,Haptics & Touch Feedback,1996,2,0.0,0.0,1.0,
30,Surface Haptics,Haptics & Touch Feedback,1997,3,0.333,0.0,0.667,1.0
30,Surface Haptics,Haptics & Touch Feedback,1998,7,0.286,0.143,0.571,1.5
30,Surface Haptics,Haptics & Touch Feedback,1999,4,0.25,0.0,0.75,2.0
30,Surface Haptics,Haptics & Touch Feedback,2001,3,0.333,0.0,0.667,2.0
30,Surface Haptics,Haptics & Touch Feedback,2002,6,0.167,0.0,0.833,4.0
30,Surface Haptics,Haptics & Touch Feedback,2004,1,1.0,0.0,0.0,4.0
30,Surface Haptics,Haptics & Touch Feedback,2007,12,0.667,0.0,0.333,7.62
30,Surface Haptics,Haptics & Touch Feedback,2008,6,0.333,0.0,0.667,4.5
30,Surface Haptics,Haptics & Touch Feedback,2009,6,0.5,0.0,0.5,7.67
30,Surface Haptics,Haptics & Touch Feedback,2010,20,0.15,0.3,0.55,8.0
30,Surface Haptics,Haptics & Touch Feedback,2011,26,0.154,0.231,0.615,4.25
30,Surface Haptics,Haptics & Touch Feedback,2012,69,0.377,0.13,0.493,7.0
30,Surface Haptics,Haptics & Touch Feedback,2013,67,0.403,0.194,0.403,5.44
30,Surface Haptics,Haptics & Touch Feedback,2014,63,0.54,0.095,0.365,5.94
30,Surface Haptics,Haptics & Touch Feedback,2015,22,0.5,0.182,0.318,4.36
30,Surface Haptics,Haptics & Touch Feedback,2016,38,0.553,0.184,0.263,4.05
30,Surface Haptics,Haptics & Touch Feedback,2017,147,0.544,0.088,0.367,6.65
30,Surface Haptics,Haptics & Touch Feedback,2018,50,0.7,0.1,0.2,5.11
30,Surface Haptics,Haptics & Touch Feedback,2019,88,0.83,0.08,0.091,3.78
30,Surface Haptics,Haptics & Touch Feedback,2020,216,0.514,0.273,0.213,5.16
30,Surface Haptics,Haptics & Touch Feedback,2021,105,0.562,0.181,0.257,6.14
30,Surface Haptics,Haptics & Touch Feedback,2022,131,0.466,0.26,0.275,7.38
30,Surface Haptics,Haptics & Touch Feedback,2023,105,0.514,0.114,0.371,9.19
30,Surface Haptics,Haptics & Touch Feedback,2024,52,0.615,0.135,0.25,6.75
30,Surface Haptics,Haptics & Touch Feedback,2025,128,0.578,0.219,0.203,9.24
30,Surface Haptics,Haptics & Touch Feedback,2026,110,0.482,0.127,0.391,8.57
31,Tangibles for Learning,Tangible Interaction & Fabrication,1995,3,0.0,0.0,1.0,
31,Tangibles for Learning,Tangible Interaction & Fabrication,1996,1,0.0,0.0,1.0,
31,Tangibles for Learning,Tangible Interaction & Fabrication,1997,13,0.385,0.0,0.615,1.6
31,Tangibles for Learning,Tangible Interaction & Fabrication,1998,25,0.6,0.04,0.36,1.53
31,Tangibles for Learning,Tangible Interaction & Fabrication,1999,54,0.537,0.0,0.463,2.03
31,Tangibles for Learning,Tangible Interaction & Fabrication,2000,45,0.467,0.0,0.533,2.52
31,Tangibles for Learning,Tangible Interaction & Fabrication,2001,36,0.528,0.0,0.472,3.47
31,Tangibles for Learning,Tangible Interaction & Fabrication,2002,67,0.582,0.09,0.328,4.03
31,Tangibles for Learning,Tangible Interaction & Fabrication,2003,12,0.417,0.083,0.5,2.8
31,Tangibles for Learning,Tangible Interaction & Fabrication,2004,46,0.565,0.022,0.413,4.27
31,Tangibles for Learning,Tangible Interaction & Fabrication,2005,45,0.689,0.089,0.222,5.61
31,Tangibles for Learning,Tangible Interaction & Fabrication,2006,66,0.5,0.015,0.485,5.61
31,Tangibles for Learning,Tangible Interaction & Fabrication,2007,122,0.598,0.016,0.385,6.52
31,Tangibles for Learning,Tangible Interaction & Fabrication,2008,223,0.641,0.076,0.283,5.69
31,Tangibles for Learning,Tangible Interaction & Fabrication,2009,200,0.575,0.09,0.335,5.53
31,Tangibles for Learning,Tangible Interaction & Fabrication,2010,233,0.618,0.099,0.283,5.62
31,Tangibles for Learning,Tangible Interaction & Fabrication,2011,34,0.588,0.059,0.353,5.15
31,Tangibles for Learning,Tangible Interaction & Fabrication,2012,242,0.566,0.091,0.343,6.37
31,Tangibles for Learning,Tangible Interaction & Fabrication,2013,211,0.654,0.062,0.284,6.75
31,Tangibles for Learning,Tangible Interaction & Fabrication,2014,91,0.615,0.066,0.319,7.61
31,Tangibles for Learning,Tangible Interaction & Fabrication,2015,210,0.619,0.119,0.262,7.65
31,Tangibles for Learning,Tangible Interaction & Fabrication,2016,202,0.574,0.099,0.327,6.89
31,Tangibles for Learning,Tangible Interaction & Fabrication,2017,213,0.653,0.094,0.254,8.47
31,Tangibles for Learning,Tangible Interaction & Fabrication,2018,316,0.522,0.149,0.329,8.73
31,Tangibles for Learning,Tangible Interaction & Fabrication,2019,186,0.505,0.124,0.371,8.64
31,Tangibles for Learning,Tangible Interaction & Fabrication,2020,214,0.444,0.192,0.364,10.03
31,Tangibles for Learning,Tangible Interaction & Fabrication,2021,242,0.426,0.107,0.467,10.96
31,Tangibles for Learning,Tangible Interaction & Fabrication,2022,289,0.574,0.059,0.367,9.87
31,Tangibles for Learning,Tangible Interaction & Fabrication,2023,53,0.453,0.094,0.453,9.38
31,Tangibles for Learning,Tangible Interaction & Fabrication,2024,153,0.484,0.183,0.333,12.28
31,Tangibles for Learning,Tangible Interaction & Fabrication,2025,288,0.441,0.149,0.41,14.04
31,Tangibles for Learning,Tangible Interaction & Fabrication,2026,331,0.408,0.148,0.444,15.33
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,1991,4,0.0,0.0,1.0,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,1992,2,0.0,0.0,1.0,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,1995,4,0.25,0.0,0.75,4.0
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,1998,9,0.0,0.556,0.444,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2001,6,0.0,0.333,0.667,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2002,5,0.2,0.8,0.0,4.0
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2004,14,0.0,0.0,1.0,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2005,12,0.083,0.25,0.667,1.0
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2006,5,0.0,0.2,0.8,
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2007,31,0.29,0.29,0.419,5.44
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2008,29,0.276,0.138,0.586,4.5
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2009,40,0.375,0.125,0.5,3.67
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2010,81,0.444,0.259,0.296,3.78
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2011,82,0.537,0.244,0.22,4.89
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2012,138,0.442,0.232,0.326,4.59
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2013,195,0.605,0.159,0.236,4.65
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2014,179,0.648,0.095,0.257,3.67
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2015,224,0.58,0.183,0.237,4.22
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2016,595,0.56,0.133,0.308,4.49
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2017,403,0.566,0.151,0.283,5.11
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2018,435,0.563,0.234,0.202,4.75
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2019,519,0.536,0.224,0.241,5.12
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2020,397,0.552,0.262,0.186,5.46
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2021,476,0.46,0.258,0.282,6.06
32,Shape-changing Interfaces,Tangible Interaction & Fabrication,2022,845,0.463,0.233,0.304,6.67
